timestamp,open,high,low,close,volume,MarketCapital
2007-10-15,19.635,19.635,19.635,19.635,500.0,25732.0
2007-10-16,20.544,20.544,20.544,20.544,480.0,25548.0
2007-10-17,21.452,21.452,21.452,21.452,1100.0,25916.0
2007-10-18,22.362,22.362,22.362,22.362,1050.0,25548.0
2007-10-19,23.452,23.452,23.452,23.452,31260.0,25272.0
2007-10-22,24.543,24.543,24.543,24.543,910.0,24997.0
2007-10-23,25.633,25.633,25.633,25.633,32550.0,24905.0
2007-10-24,26.907,26.907,26.907,26.907,43900.0,25732.0
2007-10-25,28.187,28.187,28.187,28.187,56090.0,25456.0
2007-10-26,29.459,29.459,26.907,29.095,993230.0,25272.0
2007-10-29,30.549,30.549,29.823,30.549,483760.0,24905.0
2007-10-30,31.275,32.005,30.915,32.005,411800.0,24813.0
2007-10-31,33.457,33.457,32.731,33.457,416400.0,24997.0
2007-11-01,34.186,35.094,33.457,35.094,542540.0,24813.0
2007-11-02,36.73,36.73,36.003,36.73,353070.0,24261.0
2007-11-05,38.185,38.55,36.73,38.55,434260.0,23618.0
2007-11-06,40.369,40.369,40.369,40.369,217960.0,22699.0
2007-11-07,39.277,40.73,38.55,38.55,387900.0,22423.0
2007-11-08,36.73,36.73,36.73,36.73,70790.0,22699.0
2007-11-09,34.914,34.914,34.914,34.914,10110.0,23067.0
2007-11-12,33.277,33.277,33.277,33.277,41040.0,23067.0
2007-11-13,31.64,31.64,31.64,31.64,16580.0,22056.0
2007-11-14,31.64,33.095,31.64,32.731,617520.0,23067.0
2007-11-15,31.095,32.549,31.095,31.095,267120.0,22607.0
2007-11-16,30.915,31.821,30.731,31.275,234820.0,22883.0
2007-11-19,30.915,31.095,30.186,30.186,64510.0,22883.0
2007-11-20,29.277,29.459,28.732,28.732,142530.0,22607.0
2007-11-21,27.459,27.822,27.459,27.459,160970.0,22056.0
2007-11-22,26.907,28.55,26.362,27.088,431610.0,22607.0
2007-11-23,27.27,27.27,26.545,26.545,105620.0,22699.0
2007-11-26,27.088,27.822,27.088,27.822,112660.0,22699.0
2007-11-27,28.368,28.732,27.64,27.64,224830.0,22332.0
2007-11-28,28.004,28.004,27.27,27.27,74660.0,22148.0
2007-11-29,27.64,27.64,27.27,27.64,78940.0,21964.0
2007-11-30,27.822,28.913,27.822,28.913,78570.0,21872.0
